ID,topic,subtopic,Category,level,Hours,content,glossary,content (es)
20.1.G5,20,20.1,Guidance,HL,,"Typical conditions and reagents of all reactions should be known (eg catalysts, reducing agents, reflux etc.). However, more precise details such as specific temperatures need not be included.","Catalyst,Reflux,Reflux condenser,Condensation (a class of reaction)","Se deben saber las condiciones típicas y los reactivos de todas las reacciones (por ej. catalizadores, agentes reductores, reflujo, etc.). Sin embargo, no es necesario incluir los detalles más precisos como las temperaturas específicas."
20.1.IM1,20,20.1,International-mindedness,HL,,"What role does green and sustainable chemistry, in relation to organic chemistry, play in a global context?",,"¿Qué papel desempeñan la química ecológica y sostenible, en relación con la química orgánica en un contexto global?"
20.1.Uz1,20,20.1,Utilization,HL,,Organic synthesis plays a vital role in drug design and drug uptake in medicine and biochemistry.,Drug,La síntesis orgánica desempeña un papel fundamental en el diseño de drogas y la incorporación de drogas en medicina y bioquímica.
20.1.Uz2,20,20.1,Utilization,HL,,"Nutrition, food science and biotechnology also are underpinned by organic chemistry.",,"La química orgánica es la base de la nutrición, ciencia de los alimentos y la biotecnología."
20.1.Aims1,20,20.1,Aims,HL,,Aim 6: Three-dimensional visualization of organic compounds using molecular models could be covered.,Solvent front,Objetivo 6: Se podrían visualizar compuestos orgánicos de forma tridimensional usando modelos moleculares.
20.1.Aims2,20,20.1,Aims,HL,,"Aim 6: A range of experiments of organic synthetic reactions exploring various types of reactions and functional group interconversions could be done. Core techniques of organic chemistry could include reflux, distillation, filtration, purification (including chromatographic techniques), separations and extractions.","Chromatography,Column chromatography,Elution,Mobile phase,Retention times,Solute,Thin-layer chromatography (TLC),Stationary phase,Support,solvent extraction,Miscible liquids,Reflux,Reflux condenser,Condensation (a class of reaction),Rf values","Objetivo 6: Se podría realizar una gama de experimentos sobre reacciones de síntesis orgánicas explorando varios tipos de reacciones e interconversiones de grupos funcionales. Las técnicas básicas de química orgánica podrían incluir reflujo, destilación, filtración, purificación (incluso técnicas cromatográficas), separación y extracción."
20.1.Aims3,20,20.1,Aims,HL,,Aim 6: Synthesis (or reaction) in the laboratory of an example of a widely used drug or medicine (eg aspirin) or a household product (eg fading of tomato ketchup—electrophilic addition reaction of bromine).,Addition reaction,Objetivo 6: Síntesis (o reacción) en el laboratorio de un ejemplo de droga o medicina ampliamente usada (p. ej. aspirina) o bien un producto doméstico (p. ej. decoloración del ketchup de tomate: reacción de adición electrófila del bromo).
20.2.NoS,20,20.2,Nature of Science,HL,,"Scientific method—in synthetic design, the thinking process of the organic chemist is one which invokes retro-synthesis and the ability to think in a reverse-like manner. (1.3)",,"El método científico: en el diseño de una síntesis, el proceso de pensamiento de aquellos que se dedican a la química orgánica se relaciona con la retro-síntesis y la capacidad de pensar de forma inversa. (1.3)"
20.2.U1,20,20.2,Understandings,HL,,The synthesis of an organic compound stems from a readily available starting material via a series of discrete steps. Functional group interconversions are the basis of such synthetic routes.,"Reaction pathways,Hydrolysis,Hydration (of alkene),Functional groups,Retro-synthesis,Synthetic route",La síntesis de un compuesto orgánico comienza en los materiales de partida disponibles pasando por una serie de etapas discretas. La interconversión entre grupos funcionales es la base de tales rutas de síntesis.
20.2.U2,20,20.2,Understandings,HL,,Retro-synthesis of organic compounds.,"Reaction pathways,Retro-synthesis",Retro-síntesis de compuestos orgánicos.
20.2.AS1,20,20.2,Applications and skills,HL,,Deduction of multi-step synthetic routes given starting reagents and the product(s).,Synthetic route,Deducción de rutas de síntesis de varias etapas dados los reactivos de partida y el(los) producto(s).
20.2.G1,20,20.2,Guidance,HL,,Conversions with more than four stages will not be assessed in synthetic routes.,Synthetic route,No se evaluarán rutas de síntesis con conversiones de más de cuatro etapas.
20.2.G2,20,20.2,Guidance,HL,,Reaction types can cover any of the reactions covered in topic 10 and sub-topic 20.1.,,Los tipos de reacción pueden ser cualquiera de los tratados en el tema 10 y el subtema 20.1.
20.2.IM1,20,20.2,International-mindedness,HL,,How important are natural products to developing countries? Explore some specific examples of natural products available in developing countries which are important to the developed world.,,¿Cuál es la importancia de los productos naturales en los países en desarrollo? Explorar algunos ejemplos específicos de productos naturales disponibles en países en desarrollo que sean importantes para el mundo desarrollado.
20.2.ToK1,20,20.2,Theory of Knowledge,HL,,"A retro-synthetic approach is often used in the design of synthetic routes. What are the roles of imagination, intuition and reasoning in finding solutions to practical problems?",Synthetic route,"Con frecuencia se usa la retro-síntesis en el diseño de rutas de síntesis. ¿Cuál es el papel de la imaginación, la intuición y el razonamiento en la búsqueda de soluciones a los problemas prácticos?"
20.2.Uz1,20,20.2,Utilization,HL,,"Natural products are compounds isolated from natural sources and include taxol, mescaline and capsaicin.",,"Los productos naturales son compuestos aislados de fuentes naturales e incluyen el Taxol, la mescalina y la capsaicina."
20.2.Aims1,20,20.2,Aims,HL,,Aim 6: Multiple stage organic synthetic route series of experiments (up to a maximum of four stages).,"Enantiomer,Racemate,Racemic mixture,Synthetic route",Objetivo 6: Experimentos de series de rutas de síntesis orgánica (hasta un máximo de cuatro etapas).
20.3.NoS,20,20.3,Nature of Science,HL,,Transdisciplinary—the three-dimensional shape of an organic molecule is the foundation pillar of its structure and often its properties. Much of the human body is chiral. (4.1),"Stereoisomerism,Stereochemical formula,Chiral","Transdisciplinariedad: la forma tridimensional de una molécula orgánica es la base de su estructura y con frecuencia, de sus propiedades. Una buena parte del cuerpo humano es quiral. (4.1)"
20.3.U1,20,20.3,Understandings,HL,,"Stereoisomers are subdivided into two classes—conformational isomers, which interconvert by rotation about a σ bond and configurational isomers that interconvert only by breaking and reforming a bond.Configurational isomers are further subdivided into cis-trans and E/Z isomers and optical isomers.","Isomers,E/Z isomers,Optical isomers,Rules of priority,Asymmetric (chiral) carbon atom","Los estereoisómeros se subdividen en dos clases: los isómeros conformacionales, que se interconvierten por rotación alrededor de un enlace σ, y los isómeros configuracionales, que se interconvierten solo por ruptura y reformación de nuevos enlaces. Los isómeros configuracionales se subdividen a su vez en isómeros cis-trans y E/Z e isómeros ópticos."
20.3.U2,20,20.3,Understandings,HL,,"Cis-trans isomers can occur in alkenes or cycloalkanes (or heteroanalogues) and differ in the positions of atoms (or groups) relative to a reference plane. According to IUPAC, E/Z isomers refer to alkenes of the form R1R2C=CR3R4 (R1 ≠ R2, R3 ≠ R4) where neither R1 nor R2 need be different from R3 or R4.","Alkene,Isomers,IUPAC,E/Z isomers,Rules of priority","Los isómeros cis-trans se producen en los alquenos o cicloalcanos (o heteroanálogos) y difieren en la posición relativa de átomos (o grupos de átomos) respecto de un plano de referencia. De acuerdo con la IUPAC, los isómeros E/Z se refieren a alquenos de forma R1R2C=CR3R4 (R1≠ R2, R3≠ R4) donde no es preciso que R1 ni R2 sean diferentes de R3 o R4."
20.3.U3,20,20.3,Understandings,HL,,A chiral carbon is a carbon joined to four different atoms or groups,"Stereoisomerism,Stereochemical formula,Chiral",Un carbono quiral es un carbono unido a cuatro átomos o grupos diferentes.
20.3.U4,20,20.3,Understandings,HL,,An optically active compound can rotate the plane of polarized light as it passes through a solution of the compound. Optical isomers are enantiomers. Enantiomers are non-superimposeable mirror images of each other. Diastereomers are not mirror images of each other.,"Enantiomer,Resolution (chirality),Isomers,Optical activity,Optical isomers,Plane-polarized light,Diastereomers,Non-superimposable",Un compuesto ópticamente activo hace rotar el plano de la luz polarizada cuando pasa a través de una solución del compuesto. Los isómeros ópticos son enantiómeros. Los enantiómeros son imágenes especulares que no se pueden superponer entre sí. Los diastereoisómeros no son imágenes especulares entre sí.
20.3.U5,20,20.3,Understandings,HL,,A racemic mixture (or racemate) is a mixture of two enantiomers in equal amounts and is optically inactive.,"Enantiomer,Racemate,Racemic mixture",Una mezcla racémica (o racemato) es una mezcla de dos enantiómeros en cantidades iguales y es ópticamente inactiva.
20.3.AS1,20,20.3,Applications and skills,HL,,Construction of 3-D models (real or virtual) of a wide range of stereoisomers.,,Construcción de modelos 3D (reales o virtuales) de una gran variedad de estereoisómeros.
20.3.AS2,20,20.3,Applications and skills,HL,,Explanation of stereoisomerism in non-cyclic alkenes and C3 and C4 cycloalkanes.,"Stereoisomerism,Stereochemical formula,Alkene","Explicación de la estereoisomería en alquenos no cíclicos, y en cicloalcanos de C3 y C4."
20.3.AS3,20,20.3,Applications and skills,HL,,Have drugs and medicines in some countries been sold and administered as racemates instead of as the desired enantiomer with the associated therapeutic activity? Can you think of any drugs or medicines which may serve as good case studies for this?,"Racemate,Resolution (chirality)",Comparación entre las propiedades físicas y químicas de los enantiómeros.
20.3.AS4,20,20.3,Applications and skills,HL,,Description and explanation of optical isomers in simple organic molecules.,"Optical isomers,Stereospecific",Descripción y explicación de isómeros ópticos en moléculas orgánicas simples.
20.3.AS5,20,20.3,Applications and skills,HL,,Distinction between optical isomers using a polarimeter.,"Isomers,Polarimeter,Optical isomers,Polarizer",Diferenciación entre isómeros ópticos usando un polarímetro.
20.3.G1,20,20.3,Guidance,HL,,The term geometric isomers as recommended by IUPAC is now obsolete and cis-trans isomers and E/Z isomers should be encouraged in the teaching programme.,"Termination,Substitution reaction,IUPAC,Geometric isomerism,E/Z isomers,Stereospecific,Rules of priority","El término “isómeros geométricos”, según recomendación de la IUPAC, es obsoleto. Se recomienda su enseñanza con la denominación “isómeros cistrans” e “isómeros E/Z”."
20.3.G2,20,20.3,Guidance,HL,,"In the E/Z system, the group of highest Cahn–Ingold–Prelog priority attached to one of the terminal doubly bonded atoms of the alkene (ie R1 or R2) is compared with the group of highest precedence attached to the other (ie R3 or R4). The stereoisomer is Z if the groups lie on the same side of a reference plane passing through the double bond and perpendicular to the plane containing the bonds linking the groups to the double-bonded atoms; the other stereoisomer is designated as E.","Double bond,Termination,Substitution reaction,Alkene,E/Z isomers,Rules of priority","En el sistema E/Z, se compara el grupo de mayor prioridad según Cahn-Ingold- Prelog que está unido a uno de los átomos terminales que contienen el doble enlace del alqueno (es decir, R1 o R2) con el grupo de mayor precedencia unido al otro (es decir, R3 o R4). Si los grupos están al mismo lado del plano de referencia que pasa por el doble enlace y es perpendicular al plano que contiene los enlaces que unen los grupos a los átomos que portan el doble enlace, el estereoisómero es Z; el otro estereoisómero es el E."
20.3.G3,20,20.3,Guidance,HL,,Wedge-dash type representations involving tapered bonds should be used for representations of optical isomers.,"Optical isomers,Wedge-dash representation",Para representar los isómeros ópticos se deben usar las representaciones de tipo caballete que suponen enlaces con forma de huso.
20.3.IM1,20,20.3,International-mindedness,HL,,Have drugs and medicines in some countries been sold and administered as racemates instead of as the desired enantiomer with the associated therapeutic activity? Can you think of any drugs or medicines which may serve as good case studies for this?,"Racemate,Therapeutic effect",¿Se ha vendido y administrado en algunos países drogas y medicinas en forma de racemato en lugar del enantiómero deseado asociado con la propiedad terapéutica? ¿Podría sugerir alguna droga o medicina que constituyera buen caso de estudio sobre esta práctica?
20.3.ToK1,20,20.3,Theory of Knowledge,HL,,The existence of optical isomers provide indirect evidence for a tetrahedrally bonded carbon atom. Which ways of knowing allow us to connect indirect evidence to our theories?,Optical isomers,La existencia de isómeros ópticos proporciona evidencia indirecta de que el átomo de carbono está unido de forma tetraédrica. ¿Qué formas de conocimiento nos permiten relacionar la evidencia indirecta con nuestras teorías?
20.3.ToK2,20,20.3,Theory of Knowledge,HL,,Stereoisomerism can be investigated by physical and computer models. What is the role of such models in other areas of knowledge?,"Stereoisomerism,Stereochemical formula",La estereoisomería se puede investigar por medio de modelos físicos e informáticos. ¿Cuál es el papel de estos modelos en otras áreas del conocimiento?
20.3.ToK3,20,20.3,Theory of Knowledge,HL,,One of the challenges for the scientist and the artist is to represent the three-dimensional world in two dimensions. What are the similarities and differences in the two approaches? What is the role of the different ways of knowing in the two approaches?,,Uno de los desafíos para el científico y el artista es representar el mundo tridimensional en dos dimensiones. ¿Cuáles son las semejanzas y diferencias entre los dos enfoques? ¿Cuál es el papel de las diferentes formas de conocimiento en ambos enfoques?
20.3.Uz1,20,20.3,Utilization,HL,,"Many of the drugs derived from natural sources are chiral and include nicotine, dopamine, thyroxine and naproxen.","Chiral drugs,Chiral","Muchas de las drogas provenientes de fuentes naturales son quirales, como por ejemplo la nicotina, la dopamina, la tiroxina y el naproxeno."
20.3.Uz2,20,20.3,Utilization,HL,,The role of stereochemistry is vision science and food science.,,Papel de la estereoquímica en la ciencia de la visión y la ciencia de los alimentos.
20.3.Uz3,20,20.3,Utilization,HL,,"In many perfumes, stereochemistry often can be deemed more important than chemical composition.",,"En muchos perfumes, la estereoquímica con frecuencia se puede considerar más importante que la composición química."
20.3.Aims1,20,20.2,Aims,HL,,Aim 6: Experiments could include the synthesis and characterization of an enantiomer (eg (-) menthol) or the resolution of a racemic mixture.,Resolution (chirality),Objetivo 6: Se podrían incluir experimentos de síntesis y caracterización de un enantiómero (por ej. (─) mentol) o la resolución de una mezcla racémica.
21.1.NoS,21,21.1,Nature of Science,HL,,"Improvements in modern instrumentation—advances in spectroscopic techniques (IR, 1H NMR and MS) have resulted in detailed knowledge of the structure of compounds. (1.8)","Spectroscopy,Structural analysis","Los avances de la instrumentación moderna: los avances de las técnicas espectroscópicas (IR, RMN de 1H y EM) han conseguido obtener un conocimiento detallado de la estructura de los compuestos. (1.8)"
21.1.U1,21,21.1,Understandings,HL,,"Structural identification of compounds involves several different analytical techniques including IR, 1H NMR and MS.","Nuclear magnetic resonance,Structural analysis","La identificación estructural de compuestos comprende varias técnicas analíticas que incluyen IR, RMN de 1H y EM."
21.1.U2,21,21.1,Understandings,HL,,"In a high resolution 1H NMR spectrum, single peaks present in low resolution can split into further clusters of peaks.","Nuclear magnetic resonance,High resolution <sup>1</sup>H NMR,Spin–spin coupling,Splitting pattern","En un espectro de RMN de 1H de alta resolución, los picos únicos que se obtienen por baja resolución se desdoblan en más grupos de picos."
21.1.U3,21,21.1,Understandings,HL,,The structural technique of single crystal X-ray crystallography can be used to identify the bond lengths and bond angles of crystalline compounds.,"X-ray crystallography,Bond length,Structural analysis",La técnica estructural de cristalografía de rayos X de un solo cristal se usa para identificar las longitudes de enlace y los ángulos de enlace de compuestos cristalinos.
21.1.AS1,21,21.1,Applications and skills,HL,,Explanation of the use of tetramethylsilane (TMS) as the reference standard.,"X-ray crystallography,Tetramethylsilane,Nuclear magnetic resonance",Explicación del uso del tetrametilsilano (TMS) como patrón de referencia.
21.1.AS2,21,21.1,Applications and skills,HL,,"Deduction of the structure of a compound given information from a range of analytical characterization techniques (X-ray crystallography, IR, 1H NMR and MS).",Structural analysis,"Deducción de la estructura de un compuesto a partir de la información obtenida por medio de algunas técnicas analíticas de caracterización (cristalografía de rayos X, IR, RMN de 1H y EM)."
21.1.G1,21,21.1,Guidance,HL,,"Students should be able to interpret the following from 1H NMR spectra: number of peaks, area under each peak, chemical shift and splitting patterns. Treatment of spin-spin coupling constants will not be assessed but students should be familiar with singlets, doublets, triplets and quartets.","Chemical environment,Chemical shift,Nuclear magnetic resonance,High resolution <sup>1</sup>H NMR,Integration trace,Spin–spin coupling,Splitting pattern","Los alumnos deben ser capaces de interpretar lo siguiente en un espectro de RMN de 1H: número de picos, área comprendida debajo de cada pico, desplazamiento químico y patrones de desdoblamiento. No se evaluarán las constantes de acoplamiento spin-spin, pero los alumnos deben estar familiarizados con los singletes, dobletes, tripletes y cuartetes."
21.1.G2,21,21.1,Guidance,HL,,High resolution 1H NMR should be covered.,"Nuclear magnetic resonance,High resolution <sup>1</sup>H NMR,Spin–spin coupling,Splitting pattern",Se debe tratar la RMN de 1H de alta resolución.
21.1.G3,21,21.1,Guidance,HL,,"The precise details of single crystal X-ray crystallography need not be known in detail, but students should be aware of the existence of this structural technique in the wider context of structural identification of both inorganic and organic compounds.",X-ray crystallography,"No es necesario que sepan detalles precisos de la cristalografía de rayos X de un solo cristal, pero deben conocer la existencia de esta técnica en el amplio contexto de la identificación estructural de compuestos inorgánicos y orgánicos."
21.1.G4,21,21.1,Guidance,HL,,The operating principles are not required for any of these methods.,,No se requieren los principios operativos de ninguno de estos métodos.
21.1.IM1,21,21.1,International-mindedness,HL,,"The chemical community often shares chemical structural information on the international stage. The Cambridge Crystallographic Database, ChemSpider developed by the Royal Society of Chemistry and the Protein Data Bank (RCSB PDB) (at Brookhaven National Laboratory, USA) are examples which highlight the international nature of the scientific community.","X-ray crystallography,Structural analysis","La comunidad química con frecuencia comparte la información estructural a nivel internacional. Algunos ejemplos que se pueden destacar son las siguientes bases de datos internacionales que demuestran la naturaleza internacional de la comunidad científica: The Cambridge Crystallographic Database, ChemSpider, desarrollada por la Royal Society of Chemistry y Protein Data Bank (RCSB PDB) (en Brookhaven National Laboratory, Estados Unidos)."
21.1.ToK1,21,21.1,Theory of Knowledge,HL,,"The intensity ratio of the lines in the high resolution NMR spectrum is given by the numbers in Pascal's triangle, a mathematical pattern known independently over a thousand years ago by a number of different cultures. Why is mathematics such an effective tool in science? Is mathematics the science of patterns?","Spin–spin coupling,Splitting pattern","La relación de intensidad de las líneas del espectro de alta resolución de RMN está dada por los números del triángulo de Pascal, un patrón matemático conocido independientemente hace más de mil años por diferentes culturas. ¿Por qué las matemáticas constituyen una herramienta tan efectiva para la ciencia? ¿Son las matemáticas la ciencia de los patrones?"
21.1.Uz1,21,21.1,Utilization,HL,,"Protons in water molecules within human cells can be detected by magnetic resonance imaging (MRI), giving a three-dimensional view of organs in the human body. Why is MRI replacing computerized tomography (CT) scans for some applications but is used as a complementary technique for others?",,"Los protones de las moléculas de agua de las células humanas se pueden detectar por medio de las imágenes de resonancia magnética (IRM), proporcionando una visión tridimensional de los órganos del cuerpo humano. ¿Por qué la IRM está reemplazando a los escáneres de tomografía computada (TC) para ciertas aplicaciones, pero se usa como técnica complementaria para otras?"
21.1.Uz2,21,21.1,Utilization,HL,,"MS (and other techniques such as TLC, GC, GC-MS and HPLC) can be used in forensic investigations at crime scenes.","Carrier gas,Gas chromatography,High-performance liquid chromatography,Solvent front,Chromatogram","La EM (y otras técnicas como la CCF, CG, CG-EM y la HPLC) se pueden usar en investigaciones forenses en la escena del crimen."
21.1.Uz3,21,21.1,Utilization,HL,,Analytical techniques can be used to test for drug abuse by high-performance athletes.,Qualitative analysis,Las técnicas analíticas se pueden usar para detectar consumo de drogas en atletas de alto rendimiento.
21.1.Aims1,21,21.1,Aims,HL,,Aim 7: Spectral databases can be used here.,Structural analysis,Objetivo 7: En este tema se pueden usar bases de datos espectrales.
A.1.NoS1,A (core),A.1,Nature of Science,core,,Improvements in technology—different materials were used for different purposes before the development of a scientific understanding of their properties. (1.8),,Avances tecnológicos: diferentes materiales se usaron para distintos propósitos antes del desarrollo del conocimiento científico de sus propiedades. (1.8)
A.1.NoS2,A (core),A.1,Nature of Science,core,,"Patterns in science—history has characterized civilizations by the materials they used: Stone Age, Bronze Age and Iron Age. There are various ways of classifying materials according to desired patterns. (3.1)",,"Los patrones en la ciencia. La historia ha caracterizado a las civilizaciones por los materiales que usaron: la Edad de Piedra, la Edad de Bronce y la Edad de Hierro. Existen varias formas de clasificar los materiales de acuerdo con patrones deseados. (3.1)"
A.1.U1,A (core),A.1,Understandings,core,,"Materials are classified based on their uses, properties, or bonding and structure.",,"Los materiales se clasifican sobre la base de sus usos, propiedades, o enlace y estructura."
A.1.U2,A (core),A.1,Understandings,core,,"The properties of a material based on the degree of covalent, ionic or metallic character in a compound can be deduced from its position on a bonding triangle.",,"Las propiedades de un material basadas en el grado de carácter covalente, iónico o metálico de un compuesto se pueden deducir de su posición en el diagrama triangular de enlaces."
A.1.U3,A (core),A.1,Understandings,core,,"Composites are mixtures in which materials are composed of two distinct phases, a reinforcing phase that is embedded in a matrix phase.",,"Los composites son mezclas en las que los materiales están formados por dos fases distintas, una fase de refuerzo incrustada en una fase matriz."
A.1.AS1,A (core),A.1,Applications and skills,core,,Use of bond triangle diagrams for binary compounds from electronegativity data.,,Uso de diagramas triangulares de enlace para compuestos binarios a partir de datos de electronegatividad.
A.1.AS2,A (core),A.1,Applications and skills,core,,Evaluation of various ways of classifying materials.,,Evaluación de varias formas de clasificar los materiales.
A.1.AS3,A (core),A.1,Applications and skills,core,,"Relating physical characteristics (melting point, permeability, conductivity, elasticity, brittleness) of a material to its bonding and structures (packing arrangements, electron mobility, ability of atoms to slide relative to one another).",,"Relación de las características físicas (punto de fusión, permeabilidad, conductividad, elasticidad, fragilidad) de un material con sus enlaces y estructuras (distribución de empaquetamiento, movilidad electrónica, capacidad de los átomos de deslizarse unos sobre otros)."
A.1.G1,A (core),A.1,Guidance,core,,Permeability to moisture should be considered with respect to bonding and simple packing arrangements.,,La permeabilidad a la humedad se debe considerar en función del enlace y las distribuciones de empaquetamiento simples.
A.1.G2,A (core),A.1,Guidance,core,,"Consider properties of metals, polymers and ceramics in terms of metallic, covalent, and ionic bonding.",,"Considerar las propiedades de los metales, polímeros y cerámicas en función de los enlaces metálico, covalente e iónico."
A.1.G3,A (core),A.1,Guidance,core,,See section 29 of the data booklet for a triangular bonding diagram,,En la sección 29 del cuadernillo de datos se da un diagrama triangular de enlaces.
A.1.IM1,A (core),A.1,International-mindedness,core,,"What materials were used by ancient civilizations, such as the Aztecs, Romans, and Chinese? Even though these ancient civilizations were located in geographically diverse locations, the materials they used were similar.",,"¿Qué materiales usaron las civilizaciones antiguas como los aztecas, los romanos y los chinos? A pesar de estar asentadas en diversas ubicaciones, usaron materiales similares."
A.1.ToK1,A (core),A.1,Theory of Knowledge,core,,Although it is convenient to classify materials into categories no single classification is “perfect”. How do we evaluate the different classification systems we use in the different areas of knowledge? How does our need to categorize the world help and hinder the pursuit of knowledge?,,"A pesar de que es conveniente clasificar los materiales en categorías, no existe la clasificación “perfecta”. ¿Cómo evaluamos los diferentes sistemas de clasificación que usamos en las diferentes áreas del conocimiento? ¿De qué forma nuestra necesidad de categorizar el mundo ayuda o dificulta la búsqueda del conocimiento?"
A.1.Aims1,A (core),A.1,Aims,core,,"Aim 1, aim 3: Investigation of tetrahedra of structure and bonding types and where covalent networks and polymers fit on these diagrams.",,Objetivos 1 y 3: Investigación del tetraedro en las estructuras y tipos de enlace y de qué forma encajan las redes covalentes y los polímeros en esos diagramas.
A.1.Aims2,A (core),A.1,Aims,core,,"Aim 6: Experiments could include investigating the stretching of rubber bands under different chemical environments, or properties of metals, polymers, ceramics, or composites, making thin concrete slabs from various ratios of cement, gravel, and sand and investigating the breaking strength upon drying.",,"Objetivo 6: Los experimentos podrían incluir el estiramiento de bandas de goma en diferentes ambientes químicos, o propiedades de los metales, polímeros, cerámicas, o composites, la fabricación de bloques delgados de concreto con varias proporciones de cemento, grava y arena y la posterior investigación de la resistencia a la rotura después del secado."
A.2.NoS1,A (core),A.2,Nature of Science,core,,"Development of new instruments and techniques—ICP spectroscopy, developed from an understanding of scientific principles, can be used to identify and quantify trace amounts of metals. (1.8)",Spectroscopy,"Desarrollo de nuevos instrumentos y técnicas: la espectroscopía ICP, desarrollada a partir de la comprensión de principios científicos, se puede usar para identificar y cuantificar trazas de metales. (1.8)"
A.2.NoS2,A (core),A.2,Nature of Science,core,,"Details of data—with the discovery that trace amounts of certain materials can greatly enhance a metal’s performance, alloying was initially more of an art than a science. (3.1)",,"Datos minuciosos: con el descubrimiento de las trazas de ciertos materiales, se puede mejorar enormemente el comportamiento de un metal; la obtención de aleaciones fue inicialmente más arte que ciencia. (3.1)"
A.2.U1,A (core),A.2,Understandings,core,,"Reduction by coke (carbon), a more reactive metal, or electrolysis are means of obtaining some metals from their ores.",,"La reducción con coque (carbono), el uso de un metal más reactivo, o la electrólisis son las formas de obtener algunos metales a partir de sus minerales."
A.2.U2,A (core),A.2,Understandings,core,,"The relationship between charge and the number of moles of electrons is given by Faraday’s constant, F.",,"La constante de Faraday, F, da la relación entre la carga y el número de moles de electrones."
A.2.U3,A (core),A.2,Understandings,core,,Alloys are homogeneous mixtures of metals with other metals or non-metals.,,Las aleaciones son mezclas homogéneas de metales con otros metales o no metales.
A.2.U4,A (core),A.2,Understandings,core,,Diamagnetic and paramagnetic compounds differ in electron spin pairing and their behaviour in magnetic fields.,,Los compuestos diamagnéticos y paramagnéticos difieren en el apareamiento del spin electrónico y en su comportamiento en los campos magnéticos.
A.2.U5,A (core),A.2,Understandings,core,,Trace amounts of metals can be identified and quantified by ionizing them with argon gas plasma in Inductively Coupled Plasma (ICP) Spectroscopy using Mass Spectroscopy ICP-MS and Optical Emission Spectroscopy ICP-OES.,"Spectroscopy,Mass spectrometry,Mass spectrometer,Mass spectrum","Las trazas de metales se identifican y cuantifican ionizándolos con plasma de argón gaseoso en la espectroscopía con fuente de plasma de acoplamiento inductivo (ICP) usando la espectroscopía de masas, ICP-MS y la espectroscopía de emisión óptica, ICP-OES."
A.2.AS1,A (core),A.2,Applications and skills,core,,Deduction of redox equations for the reduction of metals.,,Deducción de ecuaciones rédox para la reducción de metales.
A.2.AS2,A (core),A.2,Applications and skills,core,,Relating the method of extraction to the position of a metal on the activity series.,,Relación entre el método de extracción y la posición de un metal en la serie de actividades.
A.2.AS3,A (core),A.2,Applications and skills,core,,Explanation of the production of aluminium by the electrolysis of alumina in molten cryolite,,Explicación de la producción de aluminio por electrólisis de alúmina en criolita fundida.
A.2.AS4,A (core),A.2,Applications and skills,core,,Explanation of how alloying alters properties of metals.,,Explicación de la alteración de las propiedades de los metales cuando forman aleaciones.
A.2.AS5,A (core),A.2,Applications and skills,core,,Solving stoichiometric problems using Faraday’s constant based on mass deposits in electrolysis.,,"Resolución de problemas estequiométricos relacionados con la masa que se deposita durante una electrólisis, usando la constante de Faraday."
A.2.AS6,A (core),A.2,Applications and skills,core,,Discussion of paramagnetism and diamagnetism in relation to electron structure of metals.,,Discusión del paramagnetismo y el diamagnetismo en relación con la estructura electrónica de los metales.
A.2.AS7,A (core),A.2,Applications and skills,core,,Explanation of the plasma state and its production in ICP- MS/OES.,,Explicación del estado de plasma y su formación en ICP-MS/OES.
A.2.AS8,A (core),A.2,Applications and skills,core,,Identify metals and abundances from simple data and calibration curves provided from ICP-MS and ICP-OES.,"Analyte,Calibration,Calibration curve",Identificación de metales y abundancias a partir de datos simples y curvas de calibración proporcionadas por ICP-MS e ICP-OES.
A.2.AS9,A (core),A.2,Applications and skills,core,,Explanation of the separation and quantification of metallic ions by MS and OES.,,Explicación de la separación y cuantificación de iones metálicos mediante MS y OES.
A.2.AS10,A (core),A.2,Applications and skills,core,,Uses of ICP-MS and ICP-OES.,,Usos de ICP-MS e ICP-OES.
A.2.G1,A (core),A.2,Guidance,core,,Faraday’s constant is given in the data booklet in section 2.,,En la sección 2 del cuadernillo de datos se da la constante de Faraday.
A.2.G2,A (core),A.2,Guidance,core,,Details of operating parts of ICP-MS and ICP-OES instruments will not be assessed.,,No se evaluarán los detalles operativos de los instrumentos usados en ICP-MS e ICP-OES.
A.2.G3,A (core),A.2,Guidance,core,,Only analysis of metals should be covered.,,Solo se debe tratar el análisis de metales.
A.2.G4,A (core),A.2,Guidance,core,,The importance of calibration should be covered.,"Calibration,Calibration curve",Se debe tratar la importancia de la calibración.
A.2.IM1,A (core),A.2,International-mindedness,core,,"The use of rare earth metals, or exotic minerals, has grown dramatically. They are used in green technology, medicines, lasers, weapons technology and elsewhere. They are expensive to obtain but growing in demand. What happens if rare earth reserves are controlled only by a few countries but are used by many countries?",,"El uso de los metales de tierras raras, o minerales exóticos, ha crecido dramáticamente. Se usan en tecnología ecológica, medicinas, láser, tecnología armamentística y en otras aplicaciones. Su obtención es cara, pero su demanda crece. ¿Qué sucede si las reservas de metales de tierras raras son controladas por pocos países pero usadas por muchos otros?"
A.2.ToK1,A (core),A.2,Theory of Knowledge,core,,"What factors/outcomes should be used to determine how time, money, and effort is spent on scientific research? Who decides which knowledge is to be pursued?",,"¿Qué factores/resultados se deben usar para determinar cómo dedicar tiempo, dinero y esfuerzo a la investigación científica? ¿Quién decide qué conocimiento se debe investigar?"
